16:48:22.554 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
16:48:22.580 |V| JetEnvironment                | :1                 | Commencing InitHost phase.
16:48:22.595 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR (no PID suffix).
16:48:22.596 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR (no PID suffix) has no value.
16:48:22.597 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR_PID_0000708B (PID-specific).
16:48:22.597 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR_PID_0000708B (PID-specific) has no value.
16:48:22.597 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
16:48:22.636 |V| JetHostParametersCaller       | :1                 | <Measured> "Host initialization"  time=42ms
16:48:22.636 |V| JetEnvironment                | :1                 | HostInit phase completed.
16:48:22.636 |V| JetEnvironment                | :1                 | Requesting FullPartCatalogSet.
16:48:22.646 |V| DeployedPackages              | :1                 | Initiating Deployed Package discovery for bindir /Users/mykytatishkin/WhoKilledHim/Library/RiderFlow/2022.1.3.222/Backend~/bin.
16:48:22.657 |V| DeployedPackages              | :1                 | Scanning folder /Users/mykytatishkin/WhoKilledHim/Library/RiderFlow/2022.1.3.222/Backend~/bin for Deployed Packages. Picking nugets? True!
